checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher
9149,1032,507,2025-02-09,2025-02-18,Database,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9165,1030,519,2025-03-27,2025-04-02,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9255,1044,509,2025-05-24,2025-06-13,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9304,1068,519,2024-04-16,2024-05-09,Database,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9322,1061,510,2025-10-20,2025-11-15,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9317,1061,507,2024-01-26,2024-02-09,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9271,1044,513,2025-04-26,2025-05-06,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9186,1034,516,2025-07-17,2025-08-03,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9333,1072,520,2025-06-03,2025-06-08,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9188,1023,507,2025-05-11,2025-06-08,Database,Hassan,Rashad,8.0,Nasr City,Inactive,,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9371,1079,528,2025-04-22,2025-05-02,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9036,1010,515,2024-11-27,2024-12-24,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9163,1034,531,2025-12-28,2026-01-02,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books
9091,1008,525,2024-06-03,2024-06-12,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9092,1019,507,2025-03-20,2025-03-27,Database,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9040,1016,529,2025-01-23,2025-02-11,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9376,1024,518,2025-10-22,2025-11-04,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9033,1020,522,2025-02-26,2025-03-11,Database,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9341,1065,516,2025-02-19,2025-03-09,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9247,1044,510,2025-02-01,2025-02-23,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9184,1026,501,2024-12-15,2025-01-11,Database,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9228,1044,516,2024-12-05,2024-12-26,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9331,1065,525,2025-02-17,2025-02-23,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9207,1044,527,2025-10-20,2025-11-04,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9323,1072,519,2024-01-23,2024-01-28,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9337,1072,529,2024-11-13,,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9326,1062,501,2024-08-15,2024-08-21,Database,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9128,1024,501,2025-06-12,2025-06-19,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9123,1027,511,2025-03-23,2025-04-11,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9003,1015,501,2024-08-04,2024-08-13,Database,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9066,1005,513,2025-07-15,2025-07-31,Database,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9053,1008,516,2025-07-20,2025-08-08,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9052,1019,501,2024-06-20,2024-06-29,Database,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9162,1030,519,2025-08-27,2025-09-11,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9027,1018,519,2024-11-04,,Database,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9194,1024,513,2024-09-17,2024-10-09,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9120,1034,526,2025-06-06,2025-06-26,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9182,1037,525,2024-05-19,2024-06-03,Database,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9241,1059,519,2025-01-04,2025-01-11,Database,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9172,1030,513,2025-05-04,2025-05-26,Database,Reem,Osman,,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9193,1034,519,2024-09-15,2024-10-01,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9100,1010,513,2025-08-27,2025-09-22,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9227,1059,513,2024-11-02,2024-11-20,Database,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9110,1030,506,2024-05-14,2024-05-30,Database,Reem,Osman,,Nasr City,Active,2025-04-01,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9021,1008,501,2025-05-22,2025-05-29,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9007,1008,507,2025-03-15,2025-03-31,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9365,1075,501,2024-01-17,2024-02-01,Database,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9142,1027,516,2024-09-21,2024-10-14,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9073,1008,513,2025-02-13,,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9024,1010,507,2025-01-27,2025-02-09,Database,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9067,1008,507,2024-01-05,2024-01-29,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9324,1061,529,2025-03-12,2025-04-10,Database,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9250,1044,507,2025-08-05,2025-08-23,Database,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9090,1016,507,2025-02-18,2025-03-04,Database,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9198,1027,524,2024-10-03,2024-10-19,Database,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9046,1022,513,2024-02-22,,Database,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9115,1034,502,2025-12-16,2026-01-15,Database,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9310,1067,511,2024-02-04,2024-02-12,Database,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9357,1077,516,2024-07-26,2024-08-15,Database,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9286,1072,507,2024-08-09,2024-08-16,Database,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9354,1079,502,2024-03-09,2024-03-18,Database,Rana,Osman,8.0,Shubra,Active,2024-10-27,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9290,1065,519,2025-10-09,,Database,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9257,1047,501,2024-10-18,2024-11-16,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9261,1047,509,2025-09-02,2025-09-18,Database,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9119,1024,518,2025-02-26,2025-03-15,Database,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9313,1068,507,2024-12-13,2024-12-19,Database,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9213,1050,501,2024-05-07,2024-05-14,Database,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9051,1003,513,2025-07-22,2025-08-18,Database,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9093,1008,507,2025-03-22,2025-04-19,Database,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9274,1054,522,2024-09-06,2024-09-17,Database,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9292,1074,525,2024-12-28,2025-01-06,Database,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9009,1022,506,2025-04-28,2025-05-04,Database,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
