checkout_id,member_id,book_id,checkout_date,return_date,source,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre_x,pages_x,publication_year_x,publisher_x,genre_y,pages_y,publication_year_y,publisher_y
9148,1027,532,7/5/2025,7/26/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books,Friendship,337,2017,Oasis Books
9070,1018,513,1/8/2025,2/1/2025,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9139,1036,521,3/14/2024,3/20/2024,Database,Lina,Zaki,7,Nasr City,Active,8/5/2025,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers,Science,211,2024,Cairo Young Readers
9043,1005,505,1/26/2024,2/4/2024,Database,Youssef,Halim,9,Maadi,Active,5/5/2024,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books,Historical,216,2024,Oasis Books
9187,1034,502,8/11/2024,,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House,Adventure,109,2018,Delta House
9269,1054,507,1/26/2025,1/31/2025,Database,Retaj,Fahmy,6,Heliopolis,Inactive,3/21/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9056,1010,519,7/11/2025,7/27/2025,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9057,1020,519,2/3/2025,,Database,Rana,Fouad,6,Maadi,Active,12/4/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9140,1034,513,3/6/2025,4/2/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9209,1058,525,11/22/2024,12/12/2024,Database,Lina,Mansour,8,Heliopolis,active,7/20/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9249,1057,519,10/17/2024,11/3/2024,Database,Ahmed,Fahmy,8,Heliopolis,Active,1/12/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9058,1006,501,3/18/2025,4/9/2025,Database,Layla,Mansour,6,Maadi,Inactive,2/12/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9366,1079,503,6/23/2024,7/23/2024,Database,Rana,Osman,8,Shubra,Active,10/27/2024,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Historical,259,,Nile Press
9218,1044,532,4/23/2025,5/4/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books,Friendship,337,2017,Oasis Books
9355,1075,515,11/10/2024,12/2/2024,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,Songs of the Oasis,Hoda Bakry,Poetry,316,2022,Cairo Young Readers,Poetry,316,2022,Cairo Young Readers
9205,1053,525,12/2/2024,12/14/2024,Database,Adam,Shafik,9,Heliopolis,Active,1/3/2024,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9025,1001,525,10/24/2024,11/7/2024,Database,Salma,Ibrahim,8,Maadi,Active,4/5/2023,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9124,1024,525,10/14/2025,11/13/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9034,1015,511,10/13/2025,,Database,Hamza,Sabry,7,Maadi,Inactive,8/13/2025,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9181,1041,509,3/24/2025,,Database,Nada,Rashad,7,Nasr City,Active,4/2/2024,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9171,1027,507,5/23/2025,6/19/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9318,1067,513,7/23/2025,8/17/2025,Database,Aya,Ibrahim,7,Zamalek,Inactive,7/3/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9296,1065,501,12/15/2024,1/11/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9348,1075,532,7/28/2024,8/25/2024,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books,Friendship,337,2017,Oasis Books
9141,1027,529,2/9/2025,3/3/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9094,1022,527,11/22/2024,12/8/2024,Database,Youssef,Fouad,7,Maadi,Active,2/28/2025,Notes from the Delta,Mona Kholoussy,Nature,328,2017,Delta House,Nature,328,2017,Delta House
9280,1054,517,9/6/2024,9/15/2024,Database,Retaj,Fahmy,6,Heliopolis,Inactive,3/21/2024,Shadows on the Corniche,Hani Nagati,Mystery,338,2015,Delta House,Mystery,338,2015,Delta House
9211,1044,507,4/28/2025,5/25/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9294,1067,507,11/26/2024,,Database,Aya,Ibrahim,7,Zamalek,Inactive,7/3/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9372,1076,519,3/6/2025,4/2/2025,Database,Dina,Wahba,7,Shubra,Active,12/13/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9112,1031,521,7/28/2024,8/22/2024,Database,Ali,Fahmy,8,NASR CITY,Active,9/8/2023,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers,Science,211,2024,Cairo Young Readers
9001,1008,501,8/23/2025,8/28/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9328,1070,501,1/28/2024,,Database,Ahmed,Zaki,9,Zamalek,Active,7/22/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9075,1018,510,7/1/2024,,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers,Mystery,134,2013,Cairo Young Readers
9149,1032,507,2/9/2025,2/18/2025,Database,Nada,Zaki,7,Nasr City,Active,10/19/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9165,1030,519,3/27/2025,4/2/2025,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9255,1044,509,5/24/2025,6/13/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press,Mystery,221,2011,Nile Press
9304,1068,519,4/16/2024,5/9/2024,Database,Layla,Hegazy,8,Zamalek,Inactive,2/24/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9322,1061,510,10/20/2025,11/15/2025,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers,Mystery,134,2013,Cairo Young Readers
9317,1061,507,1/26/2024,2/9/2024,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9271,1044,513,4/26/2025,5/6/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9186,1034,516,7/17/2025,8/3/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9333,1072,520,6/3/2025,6/8/2025,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books,Science Fiction,136,2009,Oasis Books
9188,1023,507,5/11/2025,6/8/2025,Database,Hassan,Rashad,8,Nasr City,Inactive,,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9371,1079,528,4/22/2025,5/2/2025,Database,Rana,Osman,8,Shubra,Active,10/27/2024,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House,Nature,114,2010,Delta House
9036,1010,515,11/27/2024,12/24/2024,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Songs of the Oasis,Hoda Bakry,Poetry,316,2022,Cairo Young Readers,Poetry,316,2022,Cairo Young Readers
9163,1034,531,12/28/2025,1/2/2026,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Voices in the Library,Samir Zohdy,Friendship,272,2018,Oasis Books,Friendship,272,2018,Oasis Books
9091,1008,525,6/3/2024,6/12/2024,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9092,1019,507,3/20/2025,3/27/2025,Database,Mostafa,Wahba,6,Maadi,Inactive,7/20/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9040,1016,529,1/23/2025,2/11/2025,Database,Dina,Rashad,8,Maadi,Active,4/24/2023,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9376,1024,518,10/22/2025,11/4/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House,Adventure,163,2011,Delta House
9033,1020,522,2/26/2025,3/11/2025,Database,Rana,Fouad,6,Maadi,Active,12/4/2025,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers,Mystery,104,2016,Cairo Young Readers
9341,1065,516,2/19/2025,3/9/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9247,1044,510,2/1/2025,2/23/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers,Mystery,134,2013,Cairo Young Readers
9184,1026,501,12/15/2024,1/11/2025,Database,Nada,Saleh,7,Nasr City,inactive,11/16/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9228,1044,516,12/5/2024,12/26/2024,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9331,1065,525,2/17/2025,2/23/2025,Database,Adam,Fahmy,6,Zamalek,Active,7/12/2025,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9207,1044,527,10/20/2025,11/4/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Notes from the Delta,Mona Kholoussy,Nature,328,2017,Delta House,Nature,328,2017,Delta House
9323,1072,519,1/23/2024,1/28/2024,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9337,1072,529,11/13/2024,,Database,Seif,Zaki,9,Zamalek,Active,10/21/2025,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9326,1062,501,8/15/2024,8/21/2024,Database,Tarek,Adel,7,Zamalek,Active,1/22/2023,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9128,1024,501,6/12/2025,6/19/2025,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9123,1027,511,3/23/2025,4/11/2025,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press,Historical,117,2016,Nile Press
9003,1015,501,8/4/2024,8/13/2024,Database,Hamza,Sabry,7,Maadi,Inactive,8/13/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9066,1005,513,7/15/2025,7/31/2025,Database,Youssef,Halim,9,Maadi,Active,5/5/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9053,1008,516,7/20/2025,8/8/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9052,1019,501,6/20/2024,6/29/2024,Database,Mostafa,Wahba,6,Maadi,Inactive,7/20/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9162,1030,519,8/27/2025,9/11/2025,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9027,1018,519,11/4/2024,,Database,Ahmed,Shafik,9,Maadi,Active,1/28/2023,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9194,1024,513,9/17/2024,10/9/2024,Database,Youssef,Hegazy,8,Nasr City,inactive,1/4/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9120,1034,526,6/6/2025,6/26/2025,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016,Delta House,Science Fiction,125,2016,Delta House
9182,1037,525,5/19/2024,6/3/2024,Database,Retaj,Kamel,,Nasr City,Inactive,8/26/2023,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books,Adventure,297,2015,Oasis Books
9241,1059,519,1/4/2025,1/11/2025,Database,Lina,Halim,7,Heliopolis,Active,1/6/2024,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9172,1030,513,5/4/2025,5/26/2025,Database,Reem,Osman,,Nasr City,Active,4/1/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9193,1034,519,9/15/2024,10/1/2024,Database,Aya,Wahba,9,Nasr City,Active,1/22/2025,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press,Friendship,157,2014,Nile Press
9100,1010,513,8/27/2025,9/22/2025,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9227,1059,513,11/2/2024,11/20/2024,Database,Lina,Halim,7,Heliopolis,Active,1/6/2024,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9110,1030,506,5/14/2024,5/30/2024,Database,Reem,Osman,,Nasr City,Active,4/1/2025,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Friendship,183,,Nile Press
9021,1008,501,5/22/2025,5/29/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9007,1008,507,3/15/2025,3/31/2025,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9365,1075,501,1/17/2024,2/1/2024,Database,Malak,Fahmy,7,Shubra,Active,10/28/2024,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press,Adventure,128,2017,Nile Press
9142,1027,516,9/21/2024,10/14/2024,Database,Mostafa,Fouad,9,Nasr City,Active,9/25/2023,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press,Nature,241,2010,Nile Press
9073,1008,513,2/13/2025,,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books,Science,294,2021,Oasis Books
9024,1010,507,1/27/2025,2/9/2025,Database,Nour,Nabil,6,Maadi ,Active,5/15/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9067,1008,507,1/5/2024,1/29/2024,Database,Ziad,Saleh,8,Maadi,active,10/28/2025,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
9324,1061,529,3/12/2025,4/10/2025,Database,Ziad,Fahmy,9,zamalek,Inactive,4/27/2023,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Mystery,298,,Cairo Young Readers
9250,1044,507,8/5/2025,8/23/2025,Database,Sherif,Saleh,7,Heliopolis,active,2/19/2024,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press,Science,160,2024,Nile Press
